Prof. LI Qing|Professor LI Qing,Prof LI Qing,Doctor LI Qing,Dr LI Qing,LI Qing
School of Accounting and Finance|College of Accounting and Finance,Faculty of Accounting and Finance,AF
Department of Logistics and Maritime Studies|LMS
Department of Management and Marketing|MM
Department of Building and Real Estate|BRE
Department of Building Environment and Energy Engineering|BEEE
Department of Civil and Environmental Engineering|CEE
Department of Land Surveying and Geo-Informatics|Department of Land Surveying and Geo Informatics,LSGI
Department of Aeronautical and Aviation Engineering|AAE
Department of Biomedical Engineering|BME
Department of Computing|COMP
Department of Electrical Engineering|EE
Department of Electronic and Information Engineering|EIE
Department of Industrial and Systems Engineering|ISE
Department of Mechanical Engineering|ME
Department of Applied Social Sciences|APSS
Department of Health Technology and Informatics|HTI
Department of Rehabilitation Sciences|RS
School of Nursing|College of Nursing,Faculty of Nursing,SN
School of Optometry|College of Optometry,Faculty of Optometry,SO
Department of Chinese and Bilingual Studies|CBS
Department of Chinese Culture|CC
Department of English and Communication|ENGL,Department of English
Confucius Institute of Hong Kong|CIHK
English Language Centre|ELC
General Education Centre|GEC
School of Hotel and Tourism Management|College of Hotel and Tourism Management,Faculty of Hotel and Tourism Management,SHTM
Offices of the President|P
Academic Registry|AR
Alumni Affairs and Development Office|AADO
Campus Development Office|CDO
Campus Facilities and Sustainability Office|CFSO
Communications and Public Affairs Office|CPA
Council and Court Secretariat|
Culture Promotion and Events Office|CPEO
Educational Development Centre|EDC
Finance Office|FO
Global Engagement Office|GEO
Health and Safety Office|HSO
Human Resources Office|HRO
Industrial Centre|IC
Information Technology Services Office|ITS
Institute of Advanced Executive Education|IAEE
Internal Audit Unit|IAU
Institutional Planning and Analytics Office|IPAO
Jockey Club Design Institute for Social Innovation|JCDISI
Knowledge Transfer and Entrepreneurship Office|KTEO
Mainland Development Office|MDO
Office of General University Requirements|OGUR
Office of Undergraduate Studies|OUS
PolyU Academy for Interdisciplinary Research|PAIR
Research and Innovation Office - Research Grants & Contracts|
Research Institute For Smart Energy|RISE
Research Institute for Sustainable Urban Development|RISU
Student Affairs Office|SAO
Service-Learning and Leadership Office|Service Learning and Leadership Office,SLLO
University Health Service|UHS
UMF - Atomic Electron Microscopy Laboratory|AEML
UMF - Centre for Electron Microscopy|CEM
UMF - Cleanroom Facility|
UMF - Materials Research Centre|MRC
UMF - Micro/Nano Device Fabrication and Sensing Technologies|DFST
URF - 3D Printing|U3DP
URF - Behavioral and Systems Neuroscience|UBSN
URF - Big Data Analytics|UBDA
URF - Life Sciences|ULS
Core A|Building A,Bldg A
Core B|Building B,Bldg B
Core C|Building C,Bldg C
Core D|Building D,Bldg D
Core E|Building E,Bldg E
Core F|Building F,Bldg F
Core G|Building G,Bldg G
Core H|Building H,Bldg H
Core J|Building J,Bldg J
Block L (Pao Yue-Kong Library)|Building L,Bldg L
Block M (Li Ka Shing Tower)|Building M,Bldg M,Li Ka Shing Tower
Block N|Building N,Bldg N
Core P|Building P,Bldg P
Core P (Anita Chan Lai Ling Building)|Anita Chan Lai Ling Building
Core Q|Building Q,Bldg Q
Core R (Shirley Chan Building)|Shirley Chan Building,Building R,Bldg R
Core S (Communal Building)|Communal Building
Core S|Building S,Bldg S
Core T|Building T,Bldg T
Core U (Realink Building)|Realink Building,Building U,Bldg U
Block V (Jockey Club Innovation Tower)|Jockey Club Innovation Tower,Building V,Bldg V
Block VA (Shaw Amenities Building)|Shaw Amenities Building,Building VA,Bldg VA
Block W (Ho Iu Kwong Building)|Ho Iu Kwong Building
Block X|Building X,Bldg X
Block Y (Lee Shau Kee Building)|Lee Shau Kee Building,Building Y,Bldg Y
Block Z|Building Z,Bldg Z
Wing AG (Chung Sze Yuen Building)|Chung Sze Yuen Building,Building AG,Bldg AG
Wing BC|Building BC,Bldg BC
Wing CD (CMA Building)|CMA Building,Building CD,Bldg CD
Wing CF (Tang Ping Yuan Building)|Tang Ping Yuan Building,Building CF,Bldg CF
Wing DE (Lui Che Woo Building)|Lui Che Woo Building,Building DE,Bldg DE
Wing EF (Chan Sui Wai Building)|Chan Sui Wai Building,Building EF,Bldg EF
Wing FG (Kinmay W. Tang Building)|Kinmay W. Tang Building,Building FG,Bldg FG
Wing FJ (Chan Tai Ho Building)|Chan Tai Ho Building,Building FJ,Bldg FJ
Wing GH|Building GH,Bldg GH
Wing GH (GH Podium Annexe)|GH Podium Annexe
Wing HJ (Stanley Ho Building)|Stanley Ho Building,Building HJ,Bldg HJ
Wing PQ (Mong Man Wai Building)|Mong Man Wai Building,Building PQ,Bldg PQ
Wing QR (Choi Kai Yau Building)|Choi Kai Yau Building,Building QR,Bldg QR
Wing QT (Chow Yei Ching Building)|Chow Yei Ching Building,Building QT,Bldg QT
Wing ST (Ng Wing Hong Building)|Ng Wing Hong Building,Building ST,Bldg ST
Wing TU (Yip Kit Chuen Building)|Yip Kit Chuen Building,Building TU,Bldg TU
Jockey Club Auditorium|JCA
Hotel ICON|
PolyU Hung Hom Bay Campus|
PolyU West Kowloon Campus|
Hall of Residence (Homantin)|
Hall of Residence (Hung Hom)|
University House|
Alumni Atrium|
Amenities Centre|
Block X Sports Centre|
Campus Control Centre|
Chan Sui Kau and Chan Lam Moon Chun Square|
Chiang Chen Studio Theatre|
Finance Office Cashier Office|
Fong Shu Chuen Hall|
Global Student Hub|
Ho Iu Kwong and Kwok Pui Chun Square|
House of Innovation|
IT HelpCentre|
ITC STORE|
Innovation Gallery|
Jockey Club Auditorium Backstage Door|JCA Backstage Door
Jockey Club Rehabilitation Engineering Centre|
Kwong On Jubilee Sports Centre|
Lam Tai Fai Amphitheatre|
Lawn|
Michael Clinton Swimming Pool|
PolyU InnoHub|
Shaw Sports Complex|
Stephen Cheong Kam Chuen Memorial Plaza|
Student Computer Centre|SCC
Student Halls of Residence (Homantin)|
Student Halls of Residence (Hung Hom)|
Suen Chi Sun Memorial Square|
TST District Kaifong Welfare Association Square|
Tang Ping Yuan Square|
Bank|Banking,Money center bank,Banks and Banking
Bookshop|
Carpark|
Postbox|Mailbox
Bus Station|
Taxi Drop-off Point to Block Z|Taxi Drop off Point to Block Z
Taxi Drop-off Point to Main Campus|Taxi Drop off Point to Main Campus
Taxi Station|
7-Eleven|7-11,Seven-Eleven,7 Eleven,Seven eleven,Seven-eleven
Communal Staff Restaurant|
Communal Student Canteen|
Communal Student Restaurant|
H Cafe|H Coffee Shop
Lassana Coffee|
Lawn Cafe|Lawn Coffee Shop
Library Cafe|Library Coffee Shop
SUBWAY|Metro,Underground,MRT
V Cafe|V Coffee Shop
VA Staff Canteen|
VA Student Canteen|
X Cafe|X Coffee Shop
Z Canteen|
azito|
Dental Clinic|
Integrative Health Clinic|
Jockey Club Rehabilitation Engineering Clinic|
Jockey Club Smart Ageing Hub|
Optometry Clinic|
Radiography Clinic|
Rehabilitation Clinic|
Traditional Chinese Medicine Clinic|TCM
Allen Shi Lop Tak Lecture Theatre|
Cheung On Tak Lecture Theatre|
Daniel Koo Lecture Theatre|
Fiona Cheung Sum Yu Lecture Theatre|
Lam Chik Ho Lecture Theatre|
Lecture Theatre|
Lee Wan Keung Lecture Theatre|
Lim Por Yen Lecture Theatre|
Lu Guan Qiu Lecture Theatre|
Ngan Pui Ying Lecture Theatre|
Samantha Wan Lecture Theatre|
Tang Kui Ming Lecture Theatre|
Tin Ka Ping Lecture Theatre|
Tsang Sze Ho Wah Lecture Theatre|
Winnie Ko Pui Shuen Lecture Theatre|
Wofoo Foundation Lecture Theatre|
Wong's International Lecture Theatre|
Yu Tung Shan Lecture Theatre|
Toilet|Donnicker,Toilets,Toliet,Tiolet
Accessible Toilet|Accessible Donnicker,Accessible Toilets,Accessible Toliet,Accessible Tiolet
Water Station|
AED|Automated external defibrillator
Social Work - MA|Social Work Master of Art,Social Work MA
Linguistics|LinguisticS,Linguistic,Lingistics,Linguists,Linguism
Architecture & Built Environment|
Art & Design|
English Language and Literature|
Modern Languages|
Chemical|
Computer Science and Information Systems|Computer Science and Information System
Electrical and Electronic|
Mechanical|Mechanicals
Biological Sciences|Biological Science
Nursing|Nurse,Nurses,Nursing care,Nursing skills,Nurxing
Pharmacy & Pharmacology|
Chemistry|Chem.,Chemestry,Chemical Science,Pure Chemistry,Applied chemistry,Chemical sciences
Earth and Marine Sciences|
Environmental Sciences|
Geography|Geographical,Geographic,Geog.,Geographically,Geograpy,Geographies,Geographics,Geography of the earth
Geology|Geological,Geologic,Geol,Geol.,Geologically,Geologic Sciences,Geology.,Geological Sciences,Physical geology
Geophysics|Geophysical,Geophysicist,Geophysicists,Geophys,Earth physics
Mathematics|Mathematics And Statistics,Maths,Mathematic,Mathmetics,Mathemetics
Physics & Astronomy|
Accounting and Finance|
Business & Management Studies|
Economics and Econometrics|
Hospitality & Leisure Management|
Statistics and Operational Research|
School of Fashion and Textiles|
Information Technology Services|
Student Counselling Service|
Student Dental Service|
Traditional Chinese Medicine|
Western Medicine|
Emergency Campus Security Service|
Student Restaurant|
Travel Health Clinic|
Biomedical Engineering (Rehabilitation Engineering) - MSc|Biomedical Engineering (Rehabilitation Engineering) Master,Biomedical Engineering (Rehabilitation Engineering) Master of Science,Biomedical Engineering (Rehabilitation Engineering) Msc,MSc in Biomedical Engineering (Rehabilitation Engineering),Master of Science in Biomedical Engineering (Rehabilitation Engineering),Master in Biomedical Engineering (Rehabilitation Engineering),Master of Biomedical Engineering (Rehabilitation Engineering)
Biomedical Engineering (Digital Health) - MSc|Biomedical Engineering (Digital Health) Master,Biomedical Engineering (Digital Health) Master of Science,Biomedical Engineering (Digital Health) Msc,MSc in Biomedical Engineering (Digital Health),Master of Science in Biomedical Engineering (Digital Health),Master in Biomedical Engineering (Digital Health),Master of Biomedical Engineering (Digital Health)
Professional Accounting - MF|Professional Accounting Master Of Finance,Professional Accounting MF,MF in Professional Accounting,Master of Finance in Professional Accounting,Master in Professional Accounting,Master of Professional Accounting
Business Analytics (MAF/MAP) - MSc|Business Analytics (MAF/MAP) Master,Business Analytics (MAF/MAP) Master of Science,Business Analytics (MAF/MAP) Msc,MSc in Business Analytics (MAF/MAP),Master of Science in Business Analytics (MAF/MAP),Master in Business Analytics (MAF/MAP),Master of Business Analytics (MAF/MAP)
Human Resource Management (MHF/MHP) - MSc|Human Resource Management (MHF/MHP) Master,Human Resource Management (MHF/MHP) Master of Science,Human Resource Management (MHF/MHP) Msc,MSc in Human Resource Management (MHF/MHP),Master of Science in Human Resource Management (MHF/MHP),Master in Human Resource Management (MHF/MHP),Master of Human Resource Management (MHF/MHP)
Marketing Management (MKF/MKP) - MSc|Marketing Management (MKF/MKP) Master,Marketing Management (MKF/MKP) Master of Science,Marketing Management (MKF/MKP) Msc,MSc in Marketing Management (MKF/MKP),Master of Science in Marketing Management (MKF/MKP),Master in Marketing Management (MKF/MKP),Master of Marketing Management (MKF/MKP)
International Hospitality Management - MSc|International Hospitality Management Master,International Hospitality Management Master of Science,International Hospitality Management Msc,MSc in International Hospitality Management,Master of Science in International Hospitality Management,Master in International Hospitality Management,Master of International Hospitality Management
International Hospitality Management - PgD|International Hospitality Management PgD,International Hospitality Management Postgraduate Diploma,PgD in International Hospitality Management,Postgraduate Diploma in International Hospitality Management,Postgraduate in International Hospitality Management
International Tourism and Convention Management - MSc|International Tourism and Convention Management Master,International Tourism and Convention Management Master of Science,International Tourism and Convention Management Msc,MSc in International Tourism and Convention Management,Master of Science in International Tourism and Convention Management,Master in International Tourism and Convention Management,Master of International Tourism and Convention Management
International Wine Management - MSc|International Wine Management Master,International Wine Management Master of Science,International Wine Management Msc,MSc in International Wine Management,Master of Science in International Wine Management,Master in International Wine Management,Master of International Wine Management
International Tourism and Convention Management - PgD|International Tourism and Convention Management PgD,International Tourism and Convention Management Postgraduate Diploma,PgD in International Tourism and Convention Management,Postgraduate Diploma in International Tourism and Convention Management,Postgraduate in International Tourism and Convention Management
International Wine Management - PgD|International Wine Management PgD,International Wine Management Postgraduate Diploma,PgD in International Wine Management,Postgraduate Diploma in International Wine Management,Postgraduate in International Wine Management
Applied Mathematics for Science and Technology - MSc|Applied Mathematics for Science and Technology Master,Applied Mathematics for Science and Technology Master of Science,Applied Mathematics for Science and Technology Msc,MSc in Applied Mathematics for Science and Technology,Master of Science in Applied Mathematics for Science and Technology,Master in Applied Mathematics for Science and Technology,Master of Applied Mathematics for Science and Technology
Student Lockers|Student Locker
Block X Swimming Pool|
Joint Sports Centre|
bag-of-visual-words|bag of visual words
multilayer perceptrons|multi layer perceptrons,multi-layer perceptrons
apriori algorithm|
epistemic logic|
bayesian inference|Bayesian analysis,Screening test fallacy,Bayesian Inference,Bayesian method,Bayesian methods,Bayesian modeling,Bayesian updating,Bayesian learning,Bayesian statistical analysis
swarm intelligence|Swarm Intelligence,Swarm techniques,Swarm theory,Swarm grammar
human activity recognition|
action recognition|
activity recognition|Human activity detection,Video activity detection,Action detection,Goal recognition,Behavior recognition,Vision-based activity recognition,Activity detection
cellular automaton|Seluler Atomatons,Cellular image processing,Cellular autonoma,Cellular Automata,Cellular Automaton,Celullar automaton,Cellular Automata machine,Cellular robotics,Cellular automata machine
semantic relatedness|
semantic distance|
dialogue management|Dialogue manager
dialogue system|Dialog systems,Dialogue systems
inductive logic programming|Inductive Logic Programming,Probabilistic inductive logic programming
extreme learning machine|Extreme Learning Machines
numerical optimization|
multiobjective optimization|multi-objective optimization,multi objective optimization
multi-objective differential evolution|multiobjective differential evolution,multi objective differential evolution
multi objective algorithm|multi-objective algorithm,multiobjective algorithm
word sense disambiguation|
multi-criteria decision analysis|multicriteria decision analysis,multi criteria decision analysis
multi-criteria decision making|multi criteria decision making,multicriteria decision making
intelligence analysis|
natural deduction|Introduction rule,Elimination rule,Natural deduction logic,Natural deduction calculus,Natural deduction system,Natural deductive logic
relation extraction|
text mining|Intelligent text analysis,Textmining,Text analytics,Text-mining,Data and text mining,Text and data mining
text mining technique|
smart environment|Smart Environments
machine learning|Machine Learning,Machine learning algorithm,Computer machine learning,Adaptive machine learning,ml
bayesian filtering|
gesture recognition|Gesture recognizer,Gesture-based interface,Kinetic user interface,Gestural interface,Kinetic User Interfaces,Video gesture control,Gesture interface,Gestures recognition,Algorithms for gesture recognition
deep belief network|Deep belief net,Deep Belief Networks,Deep Belief Network
attitude control|Three-axis stabilisation,Attitude Dynamics & Control,Spin-stabilized satellite,Attitude control system,Star camera,Three-axis stabilized,ADCS,3-axis stabilized spacecraft,3 axis stabilized spacecraft,Three-axis stabilized spacecraft
generative adversarial network|Generative Adversarial Networks,Generative adversarial networks,Generative adversarial neural network,Generative Adversarial Network
topic model|Topic modeling,Algorithms for topic modeling,Topic detection,Topic mining,Topic identification
image descriptor|
water craft|
affect recognition|
emotion recognition|Emotion Recognition,Emotion detection,Automated emotion recognition,Automatic emotion recognition,Automated emotion detection,Recognition of emotions,Automatic recognition of emotion
mobile manipulator|Robot assistant,Mobile robot manipulator,Mobile robot arm
mobile manipulation|
gated recurrent unit|
decision tree learning|Decision Tree Learning,Decision Tree Training Algorithm,Decision tree training,Decision Tree Training
formal logic|
records management|Electronic tax records,Recordkeeping,Records Management,Documentation Standards,Record keeping,Electronic records management,Electronic records
electronic record|
finite model theory|
first order logic|first-order logic
first-order formula|first order formula
content management|Content manager
mixed strategy|
ant system|
decision tree induction|
camshift|
horn clause|Horn logic,Definite clause,Horn sentence,Horn clauses,Dual-Horn clause,Horn formula,Universal Horn theory,Horn Logic
human emotion|
social software|Social organization of cyberspace,Sosowa,Social Software Tools,Social software in education,Social app engineering,Social online storage,Deliberative social networks
telehealth|Telemedicine,Tele medicine,Robot doctor,Computer-aided healthcare,Virtual therapeutic team,Virtual Therapeutic Team,Telespeech,TeleHealth,Telehealthcare,Teleneuropsychology
evolutionary computation|Evolutionary Computation,Evolutionary computing,Evolved virtual creatures,Evolution simulation,Computer simulations of evolution
fitness function|Fitness functions
interval temporal logic|Interval Temporal Logic,Interval logic
bhattacharyya coefficient|
radio spectrum|Band,Radio band,Bands of frequencies,Band frequency
proof search|
laser range finder|
evolutionary process|
monadic second-order logic|MSO logic,Monadic second order logic,Monadic second-order
smart city|Ubiquitous city,U-city,Ubiquitous City,Intelligent city,Smartcity,Digital city,Intelligent cities,Smart cities
common-sense|common sense
commonsense|
zero moment point|Zero Moment Point
object detection|Object-class detection
moving-object detection|moving object detection
individual rationality|
pareto principle|80-20 Rule,Law of the vital few,Principle of factor sparsity,80-20 principle,Pareto rule,Pareto Principle,80:20 rule,20-80 rule
lexical resource|Lexical database
k-means clustering|k-means,k means,k-means clustering algorithm,cluster seeking,k-means algorithm,kmeans,k means clustering
inference|Inference procedure,Infer,Logical inference,Inferences,Inferred,Inferring,Rational inference,Inference technique,Infers,Inferencing
description logic|Description Logic,Description Logics,Description logics,SHOIN,Concept assertion
suction cup|Suction Cup,Suction cups,Suction pad
logic programming|Logical programming,Logic programming language,Logic Programming
logic program|
ontology language|Ontology Languages,Ontology specification language,Ontology representation,List of ontology languages
model checking problem|
model-checking technique|model checking technique
mcmc method|
markov chain monte carlo method|
formal ontology|Formal Ontology
type inference|Inferred typing,Type recontruction,Type reconstruction,Typability,Typability problem,Type deduction
soft computing|
gabor filter|Gabor Filter
cross-language information retrieval|Cross Language Information Retrieval,Cross language information retrieval,Cross-lingual information retrieval,Cross-language search,Translingual information retrieval,Multilingual information retrieval,Translated Foreign Pages,Translated search
radial basis function|Radial Basis Function,Radial basis functions
radial based function|
text clustering|
document clustering|Algorithms for document clustering
parallel corpus|
bilingual corpus|
feature recognition|
uml profile|
data clustering|
cluster validation|
cluster analysis|Cluster Analysis,Cluster analyses,Clustered data,Clustering metric,Clustering algorithm
convolutional neural network|ConvNet,Convolutional Neural Network,Deep convolutional neural network,Convoluted neural network,Convolutional neural networks,Convolutional neural net
gabor wavelet|creation Wavelet,Gabor Wavelet
temporal logic|Tense logic,Temporal Logic
facial expression recognition|
maximum entropy model|
sequent calculus|Gentzen-style system,Gentzen system,Gentzen calculus,System LK,System LJ,Gentzen systems,Inference lines,Reduction tree,Reduction trees,Inference line
cognitive system|
artificial intelligence|AI,A.I.,Machine intelligence,AI implications,Artificially intelligent,Artificial Intelligence,The Artificial Intelligence,Machine understanding
human motion analysis|
question answering|Question Answering,Open domain question answering,Answer engine,Answer-engine,Question answering system,Open domain question answering system,Open-domain question answering,Answering system,Answering engine,qa
cognitive modeling|
facial action coding system|
smart material|Smart materials,Designed materials,Designed Materials
intelligent material|
human pose estimation|
computer keyboard|Computer keyboards,PC keyboard,PC keyboards,Computer Keyboard
cnf formula|
inverse document frequency|
term frequency|
wideband spectrum|
organizational learning|Organisational learning,Organisational Learning
kernel trick|
knowledge representation|Knowledge representation system
knowledge representation and reasoning|Knowledge representation formalisms and methods,Knowledge model,Knowledge representation & reasoning
decision analysis|Decision Analytic Method,Decision Analysis
relational algebra|Relational Algebra,Relational logic
hand tracking|
hand motion|
sentiment analysis|Sentiment Analysis,Aspect extraction,Evaluation of sentiment analysis
sentiment classification|
opinion mining|
graphical model|Graphical models
probabilistic graphical model|
graphical modeling|
candidate solution|
translation system|
automatic translation|
machine translation|Machine Translation,Mechanized translation,Machine Traslation,Translation made by Machine,Automated language translation,FAHQMT,Machine translator
machine translation system|
content based filtering|
word embedding|Word vector space,Word vectors,Word vector,word emb,word-emb
synset|
named entity recognition|
color histogram|Colour histogram
learning from demonstration|
decision rule|
real-time scheduling algorithm|real time scheduling algorithm
boolean satisfiability|
feature set|
event calculus|
activity model|
action language|
human-robot interface|human robot interface
k-nn classifier|k nn classifier
k nearest neighbor algorithm|
penalty function|
kinect|Xbox Fluid,Natal (Video Game controller),Xbox Natal,Microsoft Natal,Project Natal,Kinect for Xbox 360,Xbox kinect,Xbox Kinect,Xbox Connect
microsoft kinect|
modal logic|Contingent truth,Modal Logic,Metaphysical contingency,Actual propositions,Semantics of modal logic
knowledge discovery process|
manifold learning|
manifold learning algorithm|
image identification|
image understanding|
humanoid robot|Humanoid robots,AcYut,Proprioceptive sensors in humanoid robots,Actuators in humanoid robots,Synthetic humanoid
humanoid robotics|
subject heading|
ion implantation|Ion implanter,Ion Implanter,SIMOX,Ion irradiation,Implantation of ions
linear temporal logic|Linear Temporal Logic,LTL formula,LTL logic,Linear-time temporal logic,Linear time temporal logic,Propositional temporal logic,LTL
satisfiability|Satisfiability problem,Unsatisfiable,Satisfiability and validity
automatic vehicle identification|
fuzzy clustering analysis|
filter bank|Filterbank,Multidimensional filter bank
intelligent decision support system|Intelligent support systems,Intelligent decision support systems
graph matching|Inexact graph matching,Graph Matching,Exact graph matching
active appearance model|Active appearance models,Active Appearance Model
real-time object tracking|real time object tracking
potential game|
personal health record|Portable digital personal health record,Personal health information
linear logic|Intuitionistic linear logic,Linear Logic,Linear L
robot learning|Machine learning in Robotics
wordnet|
link prediction|
intelligent transportation|
commonsense reasoning|Common sense reasoning,Human-like reasoning,Automated common-sense reasoning,Automated commonsense reasoning
ambient assisted living|
system theory|Systems Theory,General Systems Theory,General systems theory,General Systems Theory,Systems Thinking,Hard system theory,General System Theory,System thinking
automatic image annotation|Automatic image labeling,Automated image captioning
image annotation|
ensemble classifier|
ensemble learning|Ensembles of classifiers,Ensembles of Classifiers,Machine learning ensemble,Bayesian model averaging,Ensemble Methods,Ensemble Algorithms,Stacked Generalization,Bucket of models,Bayes optimal classifier
eye detection|
syntactic structure|
natural language generation|Text generation,Natural language generater,Natural language generator,Language generation,Computer-generated literature,Text generator,Natural-language generation,nlg
bayesian estimation|
bayesian estimator|
backpropagation|Back-propagation,Back propagation,Backprop,Backpropogation,Error back-propagation,BP algorithm,Back prop,Back-Propagation
human robot interaction|
wiki|Wiki wiki,Wiki community,Wikimarkup,WikiWiki,Wiki text,WikiText,Wikis
algorithmic game theory|Algorithmic Game Theory
systems design|Systems designer,System designer,Systems design and implementation,System design
real robot|
gibbs sampling|Gibbs sampler,Gibbs Sampling,Gibbs point process,Collapsed Gibbs sampler,Collapsed Gibbs sampling,Blocked Gibbs sampling,Blocked Gibbs sampler
visual feature|
image feature|
neural network model|
robot hand|
robotic hand|
utility function|
argumentation framework|Argumentation fremework
rule base|
communicating sequential processes|Communicating Sequential Processes,Cooperating sequential processes
natural language understanding|nlu
natural language question|
strategy proof|
game theory|Game Theory,Theory of Games,Theory of games,Games theory,Game theorist,Gaming theory
game-theoretic|game theoretic
haar-like feature|haar-like features,haar cascades,haar like feature
datalog|Magic Sets algorithm,List of Datalog interpreters
historical document|Historical Documents,Historical documents,Historical information
price of stability|Price of Stability
classification rule|Classification test
background subtraction|
curse of dimensionality|Curse of dimension,Curse of Dimensionality,Problem of dimensionality,Hughes phenomenon,Peaking phenomena,Blessing of dimensionality
propositional logic|
evolutionary strategy|
evolutionary stable strategy|
evolutionarily stable strategy|Evolutionarily stable strategies
wireless microphone|Wireless microphones,Wireless Microphones,Wireless Microphone,Radio mics,Radio microphones,Radio Microphone,Wireless mic,Cordless microphone
kripke semantics|Relational semantics,Kripke-Joyal semantics,Kripke frame,Kripke Semantics,Kripke–Joyal semantics
kripke model|
expectation propagation|
formal method|
mediawiki|
face hallucination|
formal model|
correlated equilibrium|
pattern recognition|Pattern Recognition,Pattern detection,Pattern recognition,Machine pattern recognition,Pattern analysis,Pattern-recognition,Pattern Recognition and Learning,Pattern recognition and learning,Pattern recognition (machine learning),Algorithms for pattern recognition
best response|Optimal Play,Best reply,Best response dynamics,Best reply dynamics,Myopic best response,Myopic best reply,Best reply dynamic,Reaction correspondence,Smooth best response,Smoothed best response
face recognition|
face recognition system|
human face recognition|
lexical semantics|Lexical relations,Lexical semantician
stochastic game|Stochastic games,Stochastic Game
automated reasoning|Machine reasoning,Automatic reasoning,Automated reasoning program,Computer reasoning,Artificial intelligence reasoning,Machine-supported reasoning,Automated logical inference,Mechanical reasoning,Automated inference
isomap|
translation process|
ai planning|
zero-sum game|Non-zero-sum,Non-zero-sum games,Zero sum game,Zero sum gain,Zero-sum games,Non-zero-sum game,Zero Sum Game,Non-zero sum,Non-zero sum game,Constant sum game
intelligent environment|Intelligent environments,Intelligent Environments conference,Intelligent Environments Conference,AI and Environment
shape context|ShapeContext
random projection|Gaussian random projection,Random projections
clause learning|
pareto dominance|
safety critical system|
emotional expression|Expression of emotion
random forest classifier|
principle component analysis|
depth estimation|
face tracking|
decision tree|Decision trees,DecisionTree,Decision Tree,Decision Trees,Regression Tree,Classification Tree,Decision-tree,Probability tree
robot motion|
formal learning|
decision theory|Decision Theory,Formal decision methods,Decision science,Decision sciences,Empirical decision theory,Decision strategy,Statistical decision theory
cognitive wireless network|
cognitive network|Cognitive Network,Cognitive networks,Cognitive radio networks,Cognitive networking
worst-case execution time|Worst case execution time,WCET
decision tree model|
decision procedure|
dendrograms|
relevance feedback|
pseudo relevance feedback|
vehicle license plate|
smart manufacturing|Smart factory
statistical language model|
n-gram language model|n gram language model
evolutionary game theory|Evolutionary Game Theory
pneumatic cylinder|
group decision-making|Collective decision-making,Collaborative decision making,Group decision making,Collective decision making,Collaborative decision-making
functional dependency|Fundep,Functional dependencies,Heath's theorem,Functional Dependency
automated theorem proving|Automating theorem proving,Theorem proving,Automatic theorem proving,Automated theorem prover,Automatic theorem prover,Automated deduction,Automated prover,Automated theorem provers
coalgebra|Co-algebra,Cogebra
product review|
social robot|Social robots,Sociable robot
social robotics|
boolean algebra|Laws of classical logic,Boolean Algebra,Boolean value,Boolean Logic,Complete Boolean algebra
stigmergy|Stigmergic,Stygmergy,Digital stigmergy,Sematectonic
social cost|Social costs and benefits,Social costs,Social Costs,Social Cost
optical character recognition|Optical recognition,OCR
text detection|
character recognition|
system testing|System functional testing,System test,System Test
nearest neighbor search|Nearest neighbor problem,Proximity search,Nearest neighbour search,Closest point search,Nearest neighbour problem,Closest point query,Nearest neighbor query,Nearest neighbour query
patient data|
health record|
customer review|Customer review comedy,Online review,Incentivized reviews
cognitive science|Cognitive Science,Cognitive sciences,Cogntive Science,Cogsci,Epistemics,Cognitive Sciences,Cognitive scientist,Cog sci,Cognitive studies,Mindscience
non-player character|Nonplayer characters,Non-player characters,Non-playable character,NPCs,DNPC,Dependent non-player character,Dependent non-playable character,Non-playable Character,Non playable character,Non player character
word segmentation|
chinese word segmentation|
genetic programming|Genetic Programming,Meta-genetic programming
swarm robotics|
robotic swarm|
robot swarm|
swarm robot|
enterprise 2.0|
non-negative matrix factorization algorithm|non negative matrix factorization algorithm
forecasting method|
forecasting accuracy|
forecasting technique|
program verification|
knowledge management|List of knowledge management concepts,Knowledge management for development,KM4Dev,KM4DEV,Knowledge capture,Knowledge mapping,Knowledge-mapping system,Mapping of knowledges,Knowledge management systems,Knowledge Management
text data|
textual data|
real-time rendering|real time rendering
underwater construction|
microrobot|
multi-agent learning|multiagent learning,multi agent learning
word processing|
dimensionality reduction|Dimension reduction,Dimensionality Reduction,Dimensionality reduction algorithm,Linear dimensionality reduction
shapley value|Shapely value,Aumann-Shapley value,Aumann–Shapley value
human-robot collaboration|human robot collaboration
parse tree|Terminal and nonterminal functions,Terminal function,Parse graph,Concrete syntax,Syntactic tree diagram,Concrete syntax tree,Parsing tree,Non-terminal function,Terminal and non terminal functions,Derivation tree
target recognition|
automatic target recognition|Automatic Target Recognition,Target detection,Automated target recognition,Target identification
natural language processing|Natural Language Processing,The Natural Language Processing,Natural language and computation,Natural language recognition,Natual Language Processing,Statistical Natural Language Processing,Statistical natural-language processing,Computer natural language processing,Natural language processor,Natural language processors,nlp
bayesian model|
bayesian framework|
pso algorithm|
evolutionary algorithm|Artificial evolution,Evolutionary algorithms,Evolutionary Algorithm,Evolutionary methods,Evolutive algorithm,Hunting Search
particle swarm|
back propagation neural network|
object recognition|
image retrieval|
inference engine|Expert system shell,Inference system,Rule-based inference engine
spectrum sensing|
classifier|Classifiers
bayesian classifier|
particle swarm algorithm|
text processing|
